CI_Cat,CI_Subcat,Impact,Urgency,Category,No_of_Reassignments,Handle_Time_hrs,No_of_Related_Interactions,High_Priority
application,Web Based Application,5,5,request for information,1,156944444.0,1,1
application,Server Based Application,5,5,request for information,1,3925805556.0,1,1
application,Web Based Application,5,5,incident,0,1212222222.0,1,1
subapplication,Web Based Application,4,4,incident,1,1536055556.0,1,1
application,Web Based Application,4,4,incident,0,1763333333.0,1,1
application,Server Based Application,4,4,incident,0,16975.0,1,1
subapplication,Web Based Application,4,4,incident,2,3513333333.0,1,1
application,Web Based Application,5,5,request for information,0,4841944444.0,2,1
application,Server Based Application,4,4,incident,1,5315555556.0,1,1
application,Web Based Application,4,4,incident,0,8200555556.0,1,1
subapplication,Web Based Application,4,4,incident,0,1591111111.0,1,1
subapplication,Web Based Application,4,4,incident,0,1200833333.0,1,1
application,Server Based Application,4,4,incident,1,1319916667.0,1,1
application,Server Based Application,4,4,incident,0,1205277778.0,1,1
subapplication,Web Based Application,4,4,incident,0,2445.0,1,1
application,Server Based Application,4,4,incident,0,176.0,1,1
application,Web Based Application,4,4,incident,4,1418027778.0,1,1
application,Server Based Application,4,4,incident,1,2126111111.0,1,1
subapplication,Web Based Application,4,4,incident,0,911666667.0,1,1
application,Server Based Application,4,4,incident,1,1264388889.0,1,1
application,Web Based Application,4,4,incident,0,3469722222.0,1,1
application,Server Based Application,4,4,incident,0,495.0,1,1
application,Server Based Application,4,4,incident,0,415277778.0,1,1
application,Web Based Application,4,4,incident,0,9797222222.0,1,1
subapplication,Web Based Application,4,4,incident,0,2218611111.0,2,1
application,Web Based Application,4,4,incident,0,1711388889.0,1,1
application,Server Based Application,4,4,incident,0,2531111111.0,1,1
application,Web Based Application,4,4,incident,0,2126111111.0,1,1
subapplication,Web Based Application,4,4,incident,0,1270277778.0,1,1
application,Web Based Application,5,5,request for information,1,261.0,1,1
application,Web Based Application,4,4,request for information,0,4575555556.0,1,1
subapplication,Web Based Application,4,4,incident,0,1875.0,1,1
application,Server Based Application,5,5,request for information,2,5376694444.0,1,1
application,Web Based Application,5,5,request for information,1,25125.0,1,1
subapplication,Server Based Application,5,5,request for information,0,2261666667.0,1,1
application,Web Based Application,4,4,incident,0,2594722222.0,1,1
storage,SAN,NS,3,incident,0,133611111.0,1,1
application,Server Based Application,3,3,incident,0,1524444444.0,1,1
application,Server Based Application,4,4,request for information,2,7399722222.0,1,1
application,Server Based Application,5,5,incident,0,242777778.0,1,1
application,Server Based Application,4,4,request for information,0,6675.0,1,1
subapplication,Web Based Application,4,4,incident,0,887222222.0,1,1
application,Desktop Application,3,3,incident,2,2624277778.0,1,1
application,Server Based Application,4,4,incident,0,3043888889.0,1,1
application,Web Based Application,4,4,incident,1,1773333333.0,1,1
application,Server Based Application,4,4,incident,0,1309166667.0,1,1
application,Server Based Application,5,5,request for information,2,52705.0,1,1
subapplication,Web Based Application,4,4,incident,1,2806666667.0,1,1
subapplication,Web Based Application,3,3,incident,4,38225.0,1,1
application,Server Based Application,4,4,incident,0,1115.0,1,1
application,Server Based Application,4,4,incident,1,1821666667.0,1,1
subapplication,Web Based Application,4,4,incident,0,2095111111.0,1,1
application,Server Based Application,3,3,incident,0,1248055556.0,1,1
application,Server Based Application,4,4,incident,0,395555556.0,1,1
application,Web Based Application,4,4,incident,1,1019972222.0,1,1
application,Web Based Application,5,5,request for information,1,2800583333.0,1,1
application,Server Based Application,4,4,incident,1,1829722222.0,1,1
application,Server Based Application,4,4,incident,1,1681666667.0,1,1
application,Web Based Application,4,4,incident,0,92777778.0,1,1
application,Server Based Application,4,4,incident,2,1182166667.0,1,1
application,Server Based Application,4,4,incident,0,4275277778.0,1,1
subapplication,Web Based Application,4,4,incident,2,198333333.0,1,1
subapplication,Web Based Application,4,4,incident,0,695.0,1,1
application,Desktop Application,5,5,incident,0,21388889.0,1,1
subapplication,Web Based Application,4,4,incident,0,7.0,1,1
application,Server Based Application,4,4,incident,0,2337222222.0,1,1
storage,SAN,4,4,incident,0,3944944444.0,1,1
subapplication,Web Based Application,4,4,incident,0,4575.0,1,1
storage,SAN,4,4,incident,0,7138611111.0,2,1
application,Server Based Application,NS,3,incident,2,1033611111.0,2,1
application,Server Based Application,5,5,request for information,2,5245111111.0,1,1
application,Web Based Application,4,4,incident,3,2030833333.0,3,1
application,Server Based Application,3,3,incident,1,1669166667.0,1,1
subapplication,Web Based Application,4,4,incident,5,3088861111.0,2,1
subapplication,Web Based Application,4,4,incident,0,51666667.0,1,1
application,Desktop Application,3,3,incident,0,2859444444.0,1,1
subapplication,Web Based Application,4,4,incident,0,88333333.0,1,1
database,Database,NS,3,incident,4,9179722222.0,1,1
application,Web Based Application,4,4,incident,0,942222222.0,1,1
application,Server Based Application,5,5,incident,0,614444444.0,1,1
application,Server Based Application,5,5,request for information,2,4844722222.0,1,1
storage,SAN,4,4,incident,0,4183888889.0,1,1
application,Desktop Application,4,4,incident,0,338333333.0,1,1
application,Server Based Application,4,4,incident,0,96944444.0,1,1
application,Web Based Application,4,4,incident,0,875277778.0,1,1
application,Web Based Application,4,4,incident,0,923611111.0,1,1
subapplication,Web Based Application,4,4,incident,1,795555556.0,1,1
application,Server Based Application,4,4,incident,1,1345833333.0,1,1
application,Server Based Application,4,4,incident,1,1434722222.0,1,1
application,Server Based Application,4,4,incident,0,884722222.0,1,1
application,Server Based Application,4,4,incident,1,1311.0,1,1
application,Server Based Application,5,5,request for information,2,4992222222.0,1,1
application,Server Based Application,5,5,request for information,0,181666667.0,1,1
application,Server Based Application,5,5,incident,0,410555556.0,1,1
application,Server Based Application,3,3,incident,0,16388889.0,1,1
application,Server Based Application,4,4,incident,2,18635.0,1,1
application,Web Based Application,5,5,incident,0,1056111111.0,1,1
application,Server Based Application,4,4,incident,0,914166667.0,1,1
subapplication,Web Based Application,4,4,incident,0,834722222.0,1,1
application,Web Based Application,5,5,incident,0,1092777778.0,1,1
application,Server Based Application,4,4,incident,0,2176416667.0,1,1
application,Web Based Application,4,4,incident,0,84444444.0,1,1
application,Server Based Application,3,3,incident,2,1911388889.0,1,1
subapplication,Web Based Application,4,4,incident,0,22.0,1,1
application,Server Based Application,4,4,incident,1,1551888889.0,2,1
application,Server Based Application,4,4,incident,0,13125.0,1,1
networkcomponents,Lines,4,4,incident,0,0.0,1,1
computer,Laptop,5,5,incident,1,0.0,1,1
application,Server Based Application,NS,3,incident,0,224166667.0,1,1
subapplication,Server Based Application,4,3,incident,1,1129666667.0,1,1
application,Server Based Application,4,4,incident,0,1463611111.0,1,1
application,Server Based Application,5,5,request for information,0,250277778.0,1,1
application,Desktop Application,4,4,incident,0,9675.0,1,1
application,Web Based Application,5,5,incident,0,3930555556.0,1,1
software,System Software,3,3,incident,1,380277778.0,1,1
application,Server Based Application,4,4,incident,0,889166667.0,1,1
hardware,DataCenterEquipment,3,3,incident,2,475833333.0,1,1
application,Desktop Application,4,4,incident,0,81.0,2,1
application,Web Based Application,5,5,request for information,0,1656388889.0,1,1
application,Desktop Application,4,4,incident,0,801944444.0,1,1
application,Desktop Application,4,4,incident,0,768333333.0,1,1
application,Server Based Application,4,4,incident,0,19025.0,1,1
application,Desktop Application,4,4,incident,0,768611111.0,1,1
application,Server Based Application,4,4,incident,0,966111111.0,1,1
application,Web Based Application,3,3,incident,1,4671666667.0,1,1
application,Desktop Application,3,3,incident,0,6406388889.0,1,1
hardware,MigratieDummy,5,5,request for information,1,275555556.0,1,1
application,Client Based Application,4,4,incident,0,131666667.0,1,1
computer,Banking Device,4,4,incident,0,2753333333.0,1,1
storage,SAN,4,4,incident,1,8065555556.0,1,1
application,Web Based Application,4,4,incident,1,2974444444.0,1,1
subapplication,Web Based Application,4,4,incident,0,259444444.0,1,1
application,Web Based Application,4,4,incident,0,249166667.0,1,1
application,Web Based Application,4,4,incident,0,226944444.0,1,1
application,Server Based Application,4,4,incident,0,280833333.0,1,1
application,Web Based Application,5,5,incident,0,511666667.0,1,1
application,Server Based Application,3,3,incident,10,5819222222.0,2,1
application,Web Based Application,4,4,incident,0,255277778.0,1,1
subapplication,Server Based Application,5,5,request for information,0,678888889.0,1,1
subapplication,Web Based Application,4,4,incident,0,49722222.0,1,1
application,Web Based Application,5,5,request for information,1,2100833333.0,1,1
subapplication,Server Based Application,5,5,request for information,0,414166667.0,1,1
subapplication,Web Based Application,4,4,incident,0,875.0,1,1
application,Server Based Application,5,5,incident,1,385833333.0,1,1
computer,Laptop,5,5,incident,1,5168916667.0,1,1
application,Desktop Application,5,5,incident,0,13.0,1,1
application,Web Based Application,5,5,incident,0,4995777778.0,1,1
software,Automation Software,4,4,incident,2,1353944444.0,1,1
application,Desktop Application,4,4,incident,0,1036111111.0,1,1
database,Database,NS,3,incident,0,3169722222.0,1,1
application,Desktop Application,4,4,incident,0,976111111.0,1,1
application,Server Based Application,3,3,incident,1,6018444444.0,1,1
application,Web Based Application,3,3,incident,2,3981583333.0,27,1
computer,Laptop,5,5,incident,2,8333333.0,1,1
application,Server Based Application,NS,3,incident,0,4088611111.0,1,1
application,Server Based Application,3,3,incident,0,966111111.0,1,1
subapplication,Server Based Application,4,4,incident,2,5218388889.0,1,1
subapplication,Web Based Application,4,4,incident,0,58888889.0,1,1
application,Server Based Application,4,4,incident,0,221111111.0,1,1
subapplication,Server Based Application,5,5,request for information,0,250277778.0,1,1
subapplication,Web Based Application,4,4,incident,1,7055.0,1,1
computer,Laptop,5,5,incident,0,2449777778.0,1,1
hardware,DataCenterEquipment,3,3,incident,0,228055556.0,1,1
hardware,DataCenterEquipment,2,2,incident,0,5242222222.0,1,0
application,Web Based Application,4,4,incident,1,1311055556.0,1,1
storage,Controller,NS,3,incident,0,0.0,1,1
application,Server Based Application,2,2,incident,0,26111111.0,1,0
application,Web Based Application,5,5,incident,1,3141388889.0,1,1
application,Web Based Application,4,4,incident,0,7637777778.0,1,1
computer,Banking Device,2,2,incident,0,2850027778.0,1,0
application,Web Based Application,5,5,request for information,1,7141666667.0,1,1
application,Server Based Application,3,3,incident,1,53888889.0,1,1
application,Web Based Application,4,4,incident,0,1631388889.0,1,1
officeelectronics,Printer,5,5,incident,0,909166667.0,1,1
application,Desktop Application,4,4,incident,0,849166667.0,1,1
application,Server Based Application,4,4,incident,0,1083611111.0,1,1
application,Desktop Application,4,4,incident,0,888333333.0,2,1
application,Desktop Application,4,4,incident,0,894444444.0,1,1
application,Web Based Application,4,4,incident,0,1537777778.0,1,1
subapplication,Web Based Application,4,4,incident,0,1027222222.0,1,1
application,Web Based Application,5,5,incident,0,4746111111.0,1,1
application,Web Based Application,5,5,incident,0,4833333333.0,1,1
subapplication,Server Based Application,5,5,request for information,0,218888889.0,1,1
application,Server Based Application,4,4,incident,0,597222222.0,1,1
application,Server Based Application,3,3,incident,1,57777778.0,1,1
computer,Laptop,5,5,incident,0,19722222.0,1,1
computer,Desktop,5,5,incident,0,1742222222.0,1,1
application,Server Based Application,4,4,incident,0,798611111.0,1,1
application,Web Based Application,4,4,incident,3,1025583333.0,1,1
displaydevice,Monitor,5,4,request for information,0,3721944444.0,1,1
application,Desktop Application,3,3,incident,2,1171583333.0,2,1
storage,SAN,4,4,incident,0,7838611111.0,1,1
storage,Controller,NS,3,incident,0,611944444.0,1,1
storage,SAN,4,4,incident,0,7664444444.0,1,1
application,Web Based Application,4,4,incident,0,222222222.0,1,1
subapplication,Web Based Application,4,4,incident,2,88225.0,1,1
application,Server Based Application,5,5,request for information,0,527222222.0,1,1
application,Server Based Application,3,3,incident,0,4125.0,1,1
displaydevice,Monitor,4,4,incident,1,2107472222.0,1,1
application,Desktop Application,4,4,incident,0,1115833333.0,17,1
application,Desktop Application,4,4,incident,0,948055556.0,1,1
application,SAP,5,5,request for information,2,5788888889.0,1,1
application,Desktop Application,NS,3,incident,0,947777778.0,1,1
application,Desktop Application,4,4,incident,0,873611111.0,1,1
application,Desktop Application,4,4,incident,0,728611111.0,1,1
